"","line","invasive1","cost1","y1","spec101","spec251","prot251","prot501","invasive2","cost2","y2","spec102","spec252","prot252","prot502","invasive3","cost3","y3","spec103","spec253","prot253","prot503","respid","male","agegr","q1","q2","q3","q4","q4_other","q5_1","q5_2","q5_3","q6","q7","q9_1","q9_2","q9_3","q9_4","q9_5","q9_6","q9_7","q10","q11","q12","q13","q14","q15","q16","q17","q18","q19","block","choice1","choice2","choice3","choice4","choice5","choice6","q22_1","q22_2","q22_3","q22_4","q22_5","q22_6","q22_7","q22_8","q22_9","q22_10","q23_1","q23_2","q24_1","q24_2","q24_3","q24_4","q24_5","q24_6","q24_7","q25_1","q25_2","q28","angling","scuba","q31","q32","q33","q34","earner","q36_1","q36_2","q36_3","edu","job","age","country","dist_db","dist_coast","dist_nsea","dist2_db","dist2_coast","dist2_nsea","inttime","resumed","income","lnincome","hhsize","children","child","firstcard","job1","job2","job3","job4","job5","job6","job7","job8","certainty1","certainty2","certainty3","certainty4","certainty5","certainty6","certainty","status","secfish","secrenew","secoil","secmarine","marinesector","coast1m","coast2m","coast4m","coast6m","coast10m","coast25m","coast50m","tottime","lntottime","tottimek","tottimek2","incomek","id","set","ASC21","ASC22","ASC23","ASC31","ASC32","ASC33"
"262",262,1,0,0,0,0,0,0,1,5,0,1,0,1,0,0,20,1,1,0,0,1,301,1,6,0,3,NA,NA,NA,NA,NA,NA,0,1,0,0,1,2,3,0,0,1,1,3,0,0,0,3,0,1,3,4,2,2,2,3,2,3,3,4,4,5,4,4,4,3,4,5,3,3,3,2,2,4,5,3,4,2,2,0,0,0,2,1,4,5,1,0,0,2,4,1,75,1,394.008514404297,8.99473667144775,8.99473667144775,394.768280029297,11.2690048217773,11.2690048217773,8.5299997,1,6000,8.6995144,2,0,0,1,1,0,0,0,0,0,0,0,3,2,3,3,3,3,17,0,0,0,0,0,0,0,0,0,0,1,1,1,511.79999,6.2379341,0.51179999,0.26193923,6,44,4,0,1,0,0,0,1
"263",263,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,301,1,6,0,3,NA,NA,NA,NA,NA,NA,0,1,0,0,1,2,3,0,0,1,1,3,0,0,0,3,0,1,3,4,2,2,2,3,2,3,3,4,4,5,4,4,4,3,4,5,3,3,3,2,2,4,5,3,4,2,2,0,0,0,2,1,4,5,1,0,0,2,4,1,75,1,394.008514404297,8.99473667144775,8.99473667144775,394.768280029297,11.2690048217773,11.2690048217773,8.5299997,1,6000,8.6995144,2,0,0,1,1,0,0,0,0,0,0,0,3,2,3,3,3,3,17,0,0,0,0,0,0,0,0,0,0,1,1,1,511.79999,6.2379341,0.51179999,0.26193923,6,44,5,0,1,0,0,0,1
"264",264,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,301,1,6,0,3,NA,NA,NA,NA,NA,NA,0,1,0,0,1,2,3,0,0,1,1,3,0,0,0,3,0,1,3,4,2,2,2,3,2,3,3,4,4,5,4,4,4,3,4,5,3,3,3,2,2,4,5,3,4,2,2,0,0,0,2,1,4,5,1,0,0,2,4,1,75,1,394.008514404297,8.99473667144775,8.99473667144775,394.768280029297,11.2690048217773,11.2690048217773,8.5299997,1,6000,8.6995144,2,0,0,1,1,0,0,0,0,0,0,0,3,2,3,3,3,3,17,0,0,0,0,0,0,0,0,0,0,1,1,1,511.79999,6.2379341,0.51179999,0.26193923,6,44,6,0,1,0,0,0,1
"265",265,1,0,1,0,0,0,0,0,30,0,0,0,1,0,0,30,0,0,1,0,0,328,1,6,0,1,4,NA,"cruise",4,4,2,1,1,2,0,0,1,0,3,0,1,1,2,0,0,0,1,1,1,1,4,1,3,1,2,1,3,2,4,3,3,3,3,3,2,3,3,4,4,3,3,2,3,4,3,3,3,2,1,0,0,3,4,6,3,1,0,0,2,2,8,82,1,355.659362792969,50.6623878479004,50.6623878479004,356.788269042969,52.7102851867676,52.7102851867676,24.68,1,2500,7.8240461,2,0,0,4,0,0,0,0,0,0,0,1,5,5,5,5,4,4,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1480.8,7.3003378,1.4808,2.1927688,2.5,45,1,0,1,0,0,0,1
"266",266,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,328,1,6,0,1,4,NA,"cruise",4,4,2,1,1,2,0,0,1,0,3,0,1,1,2,0,0,0,1,1,1,1,4,1,3,1,2,1,3,2,4,3,3,3,3,3,2,3,3,4,4,3,3,2,3,4,3,3,3,2,1,0,0,3,4,6,3,1,0,0,2,2,8,82,1,355.659362792969,50.6623878479004,50.6623878479004,356.788269042969,52.7102851867676,52.7102851867676,24.68,1,2500,7.8240461,2,0,0,4,0,0,0,0,0,0,0,1,5,5,5,5,4,4,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1480.8,7.3003378,1.4808,2.1927688,2.5,45,2,0,1,0,0,0,1
"267",267,1,0,1,0,0,0,0,1,30,0,0,1,0,0,1,60,0,0,0,0,1,328,1,6,0,1,4,NA,"cruise",4,4,2,1,1,2,0,0,1,0,3,0,1,1,2,0,0,0,1,1,1,1,4,1,3,1,2,1,3,2,4,3,3,3,3,3,2,3,3,4,4,3,3,2,3,4,3,3,3,2,1,0,0,3,4,6,3,1,0,0,2,2,8,82,1,355.659362792969,50.6623878479004,50.6623878479004,356.788269042969,52.7102851867676,52.7102851867676,24.68,1,2500,7.8240461,2,0,0,4,0,0,0,0,0,0,0,1,5,5,5,5,4,4,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1480.8,7.3003378,1.4808,2.1927688,2.5,45,3,0,1,0,0,0,1
"268",268,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,20,0,1,0,0,1,328,1,6,0,1,4,NA,"cruise",4,4,2,1,1,2,0,0,1,0,3,0,1,1,2,0,0,0,1,1,1,1,4,1,3,1,2,1,3,2,4,3,3,3,3,3,2,3,3,4,4,3,3,2,3,4,3,3,3,2,1,0,0,3,4,6,3,1,0,0,2,2,8,82,1,355.659362792969,50.6623878479004,50.6623878479004,356.788269042969,52.7102851867676,52.7102851867676,24.68,1,2500,7.8240461,2,0,0,4,0,0,0,0,0,0,0,1,5,5,5,5,4,4,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1480.8,7.3003378,1.4808,2.1927688,2.5,45,4,0,1,0,0,0,1
"269",269,1,0,1,0,0,0,0,0,10,0,0,1,0,1,1,20,0,1,0,0,0,328,1,6,0,1,4,NA,"cruise",4,4,2,1,1,2,0,0,1,0,3,0,1,1,2,0,0,0,1,1,1,1,4,1,3,1,2,1,3,2,4,3,3,3,3,3,2,3,3,4,4,3,3,2,3,4,3,3,3,2,1,0,0,3,4,6,3,1,0,0,2,2,8,82,1,355.659362792969,50.6623878479004,50.6623878479004,356.788269042969,52.7102851867676,52.7102851867676,24.68,1,2500,7.8240461,2,0,0,4,0,0,0,0,0,0,0,1,5,5,5,5,4,4,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1480.8,7.3003378,1.4808,2.1927688,2.5,45,5,0,1,0,0,0,1
"270",270,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,328,1,6,0,1,4,NA,"cruise",4,4,2,1,1,2,0,0,1,0,3,0,1,1,2,0,0,0,1,1,1,1,4,1,3,1,2,1,3,2,4,3,3,3,3,3,2,3,3,4,4,3,3,2,3,4,3,3,3,2,1,0,0,3,4,6,3,1,0,0,2,2,8,82,1,355.659362792969,50.6623878479004,50.6623878479004,356.788269042969,52.7102851867676,52.7102851867676,24.68,1,2500,7.8240461,2,0,0,4,0,0,0,0,0,0,0,1,5,5,5,5,4,4,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1480.8,7.3003378,1.4808,2.1927688,2.5,45,6,0,1,0,0,0,1
"271",271,1,0,1,0,0,0,0,0,30,0,0,0,1,0,0,30,0,0,1,0,0,333,1,5,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,2,0,0,3,1,1,3,0,0,0,1,0,0,NA,4,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,7,7,3,3,3,3,3,3,3,3,3,0,0,0,3,4,6,1,1,0,1,1,4,5,64,1,329.830841064453,23.5573577880859,93.6475677490234,333.226135253906,20.8967361450195,98.3981399536133,10.18,1,500,6.2146082,2,0,0,5,0,0,0,0,1,0,0,0,4,4,4,4,4,4,24,0,0,0,0,0,0,0,0,0,0,0,1,1,610.80005,6.4147696,0.61080003,0.37307668,0.5,46,1,0,1,0,0,0,1
"272",272,1,0,0,0,0,0,0,1,30,1,0,0,0,1,1,10,0,0,1,1,0,333,1,5,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,2,0,0,3,1,1,3,0,0,0,1,0,0,NA,4,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,7,7,3,3,3,3,3,3,3,3,3,0,0,0,3,4,6,1,1,0,1,1,4,5,64,1,329.830841064453,23.5573577880859,93.6475677490234,333.226135253906,20.8967361450195,98.3981399536133,10.18,1,500,6.2146082,2,0,0,5,0,0,0,0,1,0,0,0,4,4,4,4,4,4,24,0,0,0,0,0,0,0,0,0,0,0,1,1,610.80005,6.4147696,0.61080003,0.37307668,0.5,46,2,0,1,0,0,0,1
"273",273,1,0,0,0,0,0,0,1,30,1,0,1,0,0,1,60,0,0,0,0,1,333,1,5,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,2,0,0,3,1,1,3,0,0,0,1,0,0,NA,4,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,7,7,3,3,3,3,3,3,3,3,3,0,0,0,3,4,6,1,1,0,1,1,4,5,64,1,329.830841064453,23.5573577880859,93.6475677490234,333.226135253906,20.8967361450195,98.3981399536133,10.18,1,500,6.2146082,2,0,0,5,0,0,0,0,1,0,0,0,4,4,4,4,4,4,24,0,0,0,0,0,0,0,0,0,0,0,1,1,610.80005,6.4147696,0.61080003,0.37307668,0.5,46,3,0,1,0,0,0,1
"274",274,1,0,0,0,0,0,0,1,5,0,1,0,1,0,0,20,1,1,0,0,1,333,1,5,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,2,0,0,3,1,1,3,0,0,0,1,0,0,NA,4,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,7,7,3,3,3,3,3,3,3,3,3,0,0,0,3,4,6,1,1,0,1,1,4,5,64,1,329.830841064453,23.5573577880859,93.6475677490234,333.226135253906,20.8967361450195,98.3981399536133,10.18,1,500,6.2146082,2,0,0,5,0,0,0,0,1,0,0,0,4,4,4,4,4,4,24,0,0,0,0,0,0,0,0,0,0,0,1,1,610.80005,6.4147696,0.61080003,0.37307668,0.5,46,4,0,1,0,0,0,1
"275",275,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,333,1,5,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,2,0,0,3,1,1,3,0,0,0,1,0,0,NA,4,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,7,7,3,3,3,3,3,3,3,3,3,0,0,0,3,4,6,1,1,0,1,1,4,5,64,1,329.830841064453,23.5573577880859,93.6475677490234,333.226135253906,20.8967361450195,98.3981399536133,10.18,1,500,6.2146082,2,0,0,5,0,0,0,0,1,0,0,0,4,4,4,4,4,4,24,0,0,0,0,0,0,0,0,0,0,0,1,1,610.80005,6.4147696,0.61080003,0.37307668,0.5,46,5,0,1,0,0,0,1
"276",276,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,333,1,5,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,2,0,0,3,1,1,3,0,0,0,1,0,0,NA,4,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,7,7,3,3,3,3,3,3,3,3,3,0,0,0,3,4,6,1,1,0,1,1,4,5,64,1,329.830841064453,23.5573577880859,93.6475677490234,333.226135253906,20.8967361450195,98.3981399536133,10.18,1,500,6.2146082,2,0,0,5,0,0,0,0,1,0,0,0,4,4,4,4,4,4,24,0,0,0,0,0,0,0,0,0,0,0,1,1,610.80005,6.4147696,0.61080003,0.37307668,0.5,46,6,0,1,0,0,0,1
"277",277,1,0,0,0,0,0,0,0,30,1,0,0,1,0,0,30,0,0,1,0,0,335,1,6,0,1,5,2,NA,4,4,4,1,1,3,1,0,2,0,0,0,1,1,3,0,0,0,1,0,1,1,4,2,3,2,3,2,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,1,2,0,0,0,3,3,4,2,1,0,0,1,1,8,67,1,405.353302001953,3.89252138137817,3.89252138137817,363.082092285156,44.9108695983887,44.9108695983887,12.12,1,1500,7.3132205,1,0,0,3,0,0,0,0,0,0,0,1,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,727.20001,6.5892015,0.72720003,0.52881986,1.5,47,1,0,1,0,0,0,1
"278",278,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,335,1,6,0,1,5,2,NA,4,4,4,1,1,3,1,0,2,0,0,0,1,1,3,0,0,0,1,0,1,1,4,2,3,2,3,2,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,1,2,0,0,0,3,3,4,2,1,0,0,1,1,8,67,1,405.353302001953,3.89252138137817,3.89252138137817,363.082092285156,44.9108695983887,44.9108695983887,12.12,1,1500,7.3132205,1,0,0,3,0,0,0,0,0,0,0,1,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,727.20001,6.5892015,0.72720003,0.52881986,1.5,47,2,0,1,0,0,0,1
"279",279,1,0,0,0,0,0,0,1,30,1,0,1,0,0,1,60,0,0,0,0,1,335,1,6,0,1,5,2,NA,4,4,4,1,1,3,1,0,2,0,0,0,1,1,3,0,0,0,1,0,1,1,4,2,3,2,3,2,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,1,2,0,0,0,3,3,4,2,1,0,0,1,1,8,67,1,405.353302001953,3.89252138137817,3.89252138137817,363.082092285156,44.9108695983887,44.9108695983887,12.12,1,1500,7.3132205,1,0,0,3,0,0,0,0,0,0,0,1,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,727.20001,6.5892015,0.72720003,0.52881986,1.5,47,3,0,1,0,0,0,1
"280",280,1,0,0,0,0,0,0,1,5,0,1,0,1,0,0,20,1,1,0,0,1,335,1,6,0,1,5,2,NA,4,4,4,1,1,3,1,0,2,0,0,0,1,1,3,0,0,0,1,0,1,1,4,2,3,2,3,2,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,1,2,0,0,0,3,3,4,2,1,0,0,1,1,8,67,1,405.353302001953,3.89252138137817,3.89252138137817,363.082092285156,44.9108695983887,44.9108695983887,12.12,1,1500,7.3132205,1,0,0,3,0,0,0,0,0,0,0,1,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,727.20001,6.5892015,0.72720003,0.52881986,1.5,47,4,0,1,0,0,0,1
"281",281,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,335,1,6,0,1,5,2,NA,4,4,4,1,1,3,1,0,2,0,0,0,1,1,3,0,0,0,1,0,1,1,4,2,3,2,3,2,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,1,2,0,0,0,3,3,4,2,1,0,0,1,1,8,67,1,405.353302001953,3.89252138137817,3.89252138137817,363.082092285156,44.9108695983887,44.9108695983887,12.12,1,1500,7.3132205,1,0,0,3,0,0,0,0,0,0,0,1,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,727.20001,6.5892015,0.72720003,0.52881986,1.5,47,5,0,1,0,0,0,1
"282",282,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,335,1,6,0,1,5,2,NA,4,4,4,1,1,3,1,0,2,0,0,0,1,1,3,0,0,0,1,0,1,1,4,2,3,2,3,2,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,1,2,0,0,0,3,3,4,2,1,0,0,1,1,8,67,1,405.353302001953,3.89252138137817,3.89252138137817,363.082092285156,44.9108695983887,44.9108695983887,12.12,1,1500,7.3132205,1,0,0,3,0,0,0,0,0,0,0,1,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,727.20001,6.5892015,0.72720003,0.52881986,1.5,47,6,0,1,0,0,0,1
"283",283,1,0,1,0,0,0,0,0,30,0,0,0,1,0,0,30,0,0,1,0,0,336,1,5,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,0,0,3,1,0,3,0,0,1,3,1,1,3,4,1,3,1,2,2,3,2,3,4,4,3,3,4,3,3,4,2,5,3,2,3,4,5,4,4,2,1,0,1,0,2,4,4,1,0,0,1,1,2,4,55,1,270.982330322266,29.4335327148438,29.4335327148438,240.714416503906,2.04404449462891,2.04404449462891,15.8,1,500,6.2146082,2,0,0,2,0,0,0,1,0,0,0,0,2,3,3,3,2,2,15,0,0,0,0,0,0,0,1,1,1,1,1,1,948,6.8543544,0.94800001,0.89870405,0.5,48,1,0,1,0,0,0,1
"284",284,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,336,1,5,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,0,0,3,1,0,3,0,0,1,3,1,1,3,4,1,3,1,2,2,3,2,3,4,4,3,3,4,3,3,4,2,5,3,2,3,4,5,4,4,2,1,0,1,0,2,4,4,1,0,0,1,1,2,4,55,1,270.982330322266,29.4335327148438,29.4335327148438,240.714416503906,2.04404449462891,2.04404449462891,15.8,1,500,6.2146082,2,0,0,2,0,0,0,1,0,0,0,0,2,3,3,3,2,2,15,0,0,0,0,0,0,0,1,1,1,1,1,1,948,6.8543544,0.94800001,0.89870405,0.5,48,2,0,1,0,0,0,1
"285",285,1,0,1,0,0,0,0,1,30,0,0,1,0,0,1,60,0,0,0,0,1,336,1,5,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,0,0,3,1,0,3,0,0,1,3,1,1,3,4,1,3,1,2,2,3,2,3,4,4,3,3,4,3,3,4,2,5,3,2,3,4,5,4,4,2,1,0,1,0,2,4,4,1,0,0,1,1,2,4,55,1,270.982330322266,29.4335327148438,29.4335327148438,240.714416503906,2.04404449462891,2.04404449462891,15.8,1,500,6.2146082,2,0,0,2,0,0,0,1,0,0,0,0,2,3,3,3,2,2,15,0,0,0,0,0,0,0,1,1,1,1,1,1,948,6.8543544,0.94800001,0.89870405,0.5,48,3,0,1,0,0,0,1
"286",286,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,20,0,1,0,0,1,336,1,5,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,0,0,3,1,0,3,0,0,1,3,1,1,3,4,1,3,1,2,2,3,2,3,4,4,3,3,4,3,3,4,2,5,3,2,3,4,5,4,4,2,1,0,1,0,2,4,4,1,0,0,1,1,2,4,55,1,270.982330322266,29.4335327148438,29.4335327148438,240.714416503906,2.04404449462891,2.04404449462891,15.8,1,500,6.2146082,2,0,0,2,0,0,0,1,0,0,0,0,2,3,3,3,2,2,15,0,0,0,0,0,0,0,1,1,1,1,1,1,948,6.8543544,0.94800001,0.89870405,0.5,48,4,0,1,0,0,0,1
"287",287,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,336,1,5,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,0,0,3,1,0,3,0,0,1,3,1,1,3,4,1,3,1,2,2,3,2,3,4,4,3,3,4,3,3,4,2,5,3,2,3,4,5,4,4,2,1,0,1,0,2,4,4,1,0,0,1,1,2,4,55,1,270.982330322266,29.4335327148438,29.4335327148438,240.714416503906,2.04404449462891,2.04404449462891,15.8,1,500,6.2146082,2,0,0,2,0,0,0,1,0,0,0,0,2,3,3,3,2,2,15,0,0,0,0,0,0,0,1,1,1,1,1,1,948,6.8543544,0.94800001,0.89870405,0.5,48,5,0,1,0,0,0,1
"288",288,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,336,1,5,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,0,0,3,1,0,3,0,0,1,3,1,1,3,4,1,3,1,2,2,3,2,3,4,4,3,3,4,3,3,4,2,5,3,2,3,4,5,4,4,2,1,0,1,0,2,4,4,1,0,0,1,1,2,4,55,1,270.982330322266,29.4335327148438,29.4335327148438,240.714416503906,2.04404449462891,2.04404449462891,15.8,1,500,6.2146082,2,0,0,2,0,0,0,1,0,0,0,0,2,3,3,3,2,2,15,0,0,0,0,0,0,0,1,1,1,1,1,1,948,6.8543544,0.94800001,0.89870405,0.5,48,6,0,1,0,0,0,1
"289",289,1,0,1,0,0,0,0,0,30,0,0,0,1,0,0,30,0,0,1,0,0,357,0,1,0,1,5,1,NA,3,4,3,1,1,3,0,1,0,2,0,0,0,NA,3,0,0,0,1,0,1,NA,4,1,3,1,2,1,3,3,5,3,4,4,4,3,4,4,5,5,6,3,2,3,4,4,3,4,3,3,0,0,0,2,2,5,3,0,0,5,0,5,1,21,1,352.265167236328,61.9921951293945,117.532035827637,353.921203613281,52.4756546020508,117.480842590332,16.549999,1,2500,7.8240461,5,0,0,5,1,0,0,0,0,0,0,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,992.99994,6.9007306,0.99299991,0.98604882,2.5,49,1,0,1,0,0,0,1
"290",290,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,357,0,1,0,1,5,1,NA,3,4,3,1,1,3,0,1,0,2,0,0,0,NA,3,0,0,0,1,0,1,NA,4,1,3,1,2,1,3,3,5,3,4,4,4,3,4,4,5,5,6,3,2,3,4,4,3,4,3,3,0,0,0,2,2,5,3,0,0,5,0,5,1,21,1,352.265167236328,61.9921951293945,117.532035827637,353.921203613281,52.4756546020508,117.480842590332,16.549999,1,2500,7.8240461,5,0,0,5,1,0,0,0,0,0,0,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,992.99994,6.9007306,0.99299991,0.98604882,2.5,49,2,0,1,0,0,0,1
"291",291,1,0,1,0,0,0,0,1,30,0,0,1,0,0,1,60,0,0,0,0,1,357,0,1,0,1,5,1,NA,3,4,3,1,1,3,0,1,0,2,0,0,0,NA,3,0,0,0,1,0,1,NA,4,1,3,1,2,1,3,3,5,3,4,4,4,3,4,4,5,5,6,3,2,3,4,4,3,4,3,3,0,0,0,2,2,5,3,0,0,5,0,5,1,21,1,352.265167236328,61.9921951293945,117.532035827637,353.921203613281,52.4756546020508,117.480842590332,16.549999,1,2500,7.8240461,5,0,0,5,1,0,0,0,0,0,0,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,992.99994,6.9007306,0.99299991,0.98604882,2.5,49,3,0,1,0,0,0,1
"292",292,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,20,0,1,0,0,1,357,0,1,0,1,5,1,NA,3,4,3,1,1,3,0,1,0,2,0,0,0,NA,3,0,0,0,1,0,1,NA,4,1,3,1,2,1,3,3,5,3,4,4,4,3,4,4,5,5,6,3,2,3,4,4,3,4,3,3,0,0,0,2,2,5,3,0,0,5,0,5,1,21,1,352.265167236328,61.9921951293945,117.532035827637,353.921203613281,52.4756546020508,117.480842590332,16.549999,1,2500,7.8240461,5,0,0,5,1,0,0,0,0,0,0,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,992.99994,6.9007306,0.99299991,0.98604882,2.5,49,4,0,1,0,0,0,1
"293",293,1,0,1,0,0,0,0,0,10,0,0,1,0,1,1,20,0,1,0,0,0,357,0,1,0,1,5,1,NA,3,4,3,1,1,3,0,1,0,2,0,0,0,NA,3,0,0,0,1,0,1,NA,4,1,3,1,2,1,3,3,5,3,4,4,4,3,4,4,5,5,6,3,2,3,4,4,3,4,3,3,0,0,0,2,2,5,3,0,0,5,0,5,1,21,1,352.265167236328,61.9921951293945,117.532035827637,353.921203613281,52.4756546020508,117.480842590332,16.549999,1,2500,7.8240461,5,0,0,5,1,0,0,0,0,0,0,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,992.99994,6.9007306,0.99299991,0.98604882,2.5,49,5,0,1,0,0,0,1
"294",294,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,357,0,1,0,1,5,1,NA,3,4,3,1,1,3,0,1,0,2,0,0,0,NA,3,0,0,0,1,0,1,NA,4,1,3,1,2,1,3,3,5,3,4,4,4,3,4,4,5,5,6,3,2,3,4,4,3,4,3,3,0,0,0,2,2,5,3,0,0,5,0,5,1,21,1,352.265167236328,61.9921951293945,117.532035827637,353.921203613281,52.4756546020508,117.480842590332,16.549999,1,2500,7.8240461,5,0,0,5,1,0,0,0,0,0,0,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,992.99994,6.9007306,0.99299991,0.98604882,2.5,49,6,0,1,0,0,0,1
"295",295,1,0,1,0,0,0,0,0,30,0,0,0,1,0,0,30,0,0,1,0,0,359,0,5,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,1,3,2,0,0,0,NA,3,0,0,0,1,1,0,1,4,1,3,1,2,2,3,4,4,4,4,2,3,2,2,5,4,5,4,3,1,1,4,5,5,5,1,2,0,0,0,0,1,5,1,1,0,1,0,2,5,59,1,417.812164306641,7.63296270370483,7.63296270370483,413.927215576172,4.64677095413208,4.64677095413208,17.030001,1,500,6.2146082,1,0,0,3,0,0,0,0,1,0,0,0,3,4,3,4,5,5,24,0,0,0,0,0,0,0,0,1,1,1,1,1,1021.8,6.9293213,1.0218,1.0440754,0.5,50,1,0,1,0,0,0,1
"296",296,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,359,0,5,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,1,3,2,0,0,0,NA,3,0,0,0,1,1,0,1,4,1,3,1,2,2,3,4,4,4,4,2,3,2,2,5,4,5,4,3,1,1,4,5,5,5,1,2,0,0,0,0,1,5,1,1,0,1,0,2,5,59,1,417.812164306641,7.63296270370483,7.63296270370483,413.927215576172,4.64677095413208,4.64677095413208,17.030001,1,500,6.2146082,1,0,0,3,0,0,0,0,1,0,0,0,3,4,3,4,5,5,24,0,0,0,0,0,0,0,0,1,1,1,1,1,1021.8,6.9293213,1.0218,1.0440754,0.5,50,2,0,1,0,0,0,1
"297",297,1,0,1,0,0,0,0,1,30,0,0,1,0,0,1,60,0,0,0,0,1,359,0,5,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,1,3,2,0,0,0,NA,3,0,0,0,1,1,0,1,4,1,3,1,2,2,3,4,4,4,4,2,3,2,2,5,4,5,4,3,1,1,4,5,5,5,1,2,0,0,0,0,1,5,1,1,0,1,0,2,5,59,1,417.812164306641,7.63296270370483,7.63296270370483,413.927215576172,4.64677095413208,4.64677095413208,17.030001,1,500,6.2146082,1,0,0,3,0,0,0,0,1,0,0,0,3,4,3,4,5,5,24,0,0,0,0,0,0,0,0,1,1,1,1,1,1021.8,6.9293213,1.0218,1.0440754,0.5,50,3,0,1,0,0,0,1
