line,invasive1,cost1,y1,spec101,spec251,prot251,prot501,invasive2,cost2,y2,spec102,spec252,prot252,prot502,invasive3,cost3,y3,spec103,spec253,prot253,prot503,respid,male,agegr,block,q20_1,q20_2,q20_3,q20_4,dq21_1,dq21_2,dq21_3,q21_1,q21_2,q21_3,q21_4,q21_5,q21_6,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q23_1,q23_2,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25_1,q25_2,q34,edu,job,age,country,inttime,resumed,income,england,scotland,wales,nireland,protest1,protest2,protest3,id,set
881,0,0,1,0,0,0,0,0,40,0,0,1,1,0,1,40,0,0,0,0,1,988,1,6,3,1,1,1,1,,,1,3,3,5,3,5,5,3,5,3,5,3,5,3,1,3,5,1,1,1,4,1,5,5,3,3,3,1,2,3,8,68,1,14.5,1,1500,1,0,0,0,0,0,1,147,5
882,0,0,1,0,0,0,0,1,10,0,0,0,1,0,1,40,0,0,1,0,1,988,1,6,3,1,1,1,1,,,1,3,3,5,3,5,5,3,5,3,5,3,5,3,1,3,5,1,1,1,4,1,5,5,3,3,3,1,2,3,8,68,1,14.5,1,1500,1,0,0,0,0,0,1,147,6
883,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,10,1,1,0,1,0,989,0,3,1,1,2,2,1,,,,,,,,,,3,3,5,3,4,4,4,3,4,4,4,4,3,3,3,4,4,3,3,2,2,4,5,1,42,1,17.9,1,4000,1,0,0,0,0,0,0,148,1
884,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,30,0,0,0,1,0,989,0,3,1,1,2,2,1,,,,,,,,,,3,3,5,3,4,4,4,3,4,4,4,4,3,3,3,4,4,3,3,2,2,4,5,1,42,1,17.9,1,4000,1,0,0,0,0,0,0,148,2
885,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,989,0,3,1,1,2,2,1,,,,,,,,,,3,3,5,3,4,4,4,3,4,4,4,4,3,3,3,4,4,3,3,2,2,4,5,1,42,1,17.9,1,4000,1,0,0,0,0,0,0,148,3
886,0,0,1,0,0,0,0,1,40,0,0,0,0,1,0,30,0,0,1,1,0,989,0,3,1,1,2,2,1,,,,,,,,,,3,3,5,3,4,4,4,3,4,4,4,4,3,3,3,4,4,3,3,2,2,4,5,1,42,1,17.9,1,4000,1,0,0,0,0,0,0,148,4
887,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,989,0,3,1,1,2,2,1,,,,,,,,,,3,3,5,3,4,4,4,3,4,4,4,4,3,3,3,4,4,3,3,2,2,4,5,1,42,1,17.9,1,4000,1,0,0,0,0,0,0,148,5
888,0,0,0,0,0,0,0,1,5,1,0,1,1,0,1,40,0,0,1,0,1,989,0,3,1,1,2,2,1,,,,,,,,,,3,3,5,3,4,4,4,3,4,4,4,4,3,3,3,4,4,3,3,2,2,4,5,1,42,1,17.9,1,4000,1,0,0,0,0,0,0,148,6
889,0,0,0,0,0,0,0,1,5,1,1,0,0,0,1,60,0,0,1,0,0,990,0,6,2,3,2,3,2,,,,,,,,,,1,2,3,3,3,3,5,4,5,4,5,5,3,3,2,4,5,5,5,3,3,2,6,8,69,1,39.799999,2,1500,1,0,0,0,0,0,0,149,1
890,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,5,0,0,0,1,0,990,0,6,2,3,2,3,2,,,,,,,,,,1,2,3,3,3,3,5,4,5,4,5,5,3,3,2,4,5,5,5,3,3,2,6,8,69,1,39.799999,2,1500,1,0,0,0,0,0,0,149,2
891,0,0,0,0,0,0,0,0,40,0,1,0,1,0,1,20,1,1,0,0,1,990,0,6,2,3,2,3,2,,,,,,,,,,1,2,3,3,3,3,5,4,5,4,5,5,3,3,2,4,5,5,5,3,3,2,6,8,69,1,39.799999,2,1500,1,0,0,0,0,0,0,149,3
892,0,0,0,0,0,0,0,1,20,1,0,1,0,1,1,5,0,1,0,0,0,990,0,6,2,3,2,3,2,,,,,,,,,,1,2,3,3,3,3,5,4,5,4,5,5,3,3,2,4,5,5,5,3,3,2,6,8,69,1,39.799999,2,1500,1,0,0,0,0,0,0,149,4
893,0,0,0,0,0,0,0,1,10,1,0,1,1,0,0,20,0,0,0,1,0,990,0,6,2,3,2,3,2,,,,,,,,,,1,2,3,3,3,3,5,4,5,4,5,5,3,3,2,4,5,5,5,3,3,2,6,8,69,1,39.799999,2,1500,1,0,0,0,0,0,0,149,5
894,0,0,0,0,0,0,0,0,60,1,1,0,0,1,1,60,0,0,1,0,0,990,0,6,2,3,2,3,2,,,,,,,,,,1,2,3,3,3,3,5,4,5,4,5,5,3,3,2,4,5,5,5,3,3,2,6,8,69,1,39.799999,2,1500,1,0,0,0,0,0,0,149,6
895,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,10,1,1,0,1,0,992,0,3,1,4,2,4,3,,,,,,,,,,3,5,5,5,3,5,4,1,4,4,3,5,5,1,1,4,4,4,5,2,2,2,2,6,42,1,19.65,1,1500,1,0,0,0,0,0,0,150,1
896,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,30,0,0,0,1,0,992,0,3,1,4,2,4,3,,,,,,,,,,3,5,5,5,3,5,4,1,4,4,3,5,5,1,1,4,4,4,5,2,2,2,2,6,42,1,19.65,1,1500,1,0,0,0,0,0,0,150,2
897,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,992,0,3,1,4,2,4,3,,,,,,,,,,3,5,5,5,3,5,4,1,4,4,3,5,5,1,1,4,4,4,5,2,2,2,2,6,42,1,19.65,1,1500,1,0,0,0,0,0,0,150,3
898,0,0,1,0,0,0,0,1,40,0,0,0,0,1,0,30,0,0,1,1,0,992,0,3,1,4,2,4,3,,,,,,,,,,3,5,5,5,3,5,4,1,4,4,3,5,5,1,1,4,4,4,5,2,2,2,2,6,42,1,19.65,1,1500,1,0,0,0,0,0,0,150,4
899,0,0,0,0,0,0,0,1,30,1,1,0,1,0,0,40,0,1,0,0,1,992,0,3,1,4,2,4,3,,,,,,,,,,3,5,5,5,3,5,4,1,4,4,3,5,5,1,1,4,4,4,5,2,2,2,2,6,42,1,19.65,1,1500,1,0,0,0,0,0,0,150,5
900,0,0,1,0,0,0,0,1,5,0,0,1,1,0,1,40,0,0,1,0,1,992,0,3,1,4,2,4,3,,,,,,,,,,3,5,5,5,3,5,4,1,4,4,3,5,5,1,1,4,4,4,5,2,2,2,2,6,42,1,19.65,1,1500,1,0,0,0,0,0,0,150,6
901,0,0,0,0,0,0,0,0,40,1,1,0,0,1,0,10,0,1,0,1,0,993,1,6,1,1,3,3,1,,,,,,,,,,3,4,4,4,2,3,4,3,3,3,4,4,3,2,3,3,3,3,4,1,2,2,4,8,76,1,17.200001,1,1500,1,0,0,0,0,0,0,151,1
902,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,30,1,0,0,1,0,993,1,6,1,1,3,3,1,,,,,,,,,,3,4,4,4,2,3,4,3,3,3,4,4,3,2,3,3,3,3,4,1,2,2,4,8,76,1,17.200001,1,1500,1,0,0,0,0,0,0,151,2
903,0,0,0,0,0,0,0,0,60,1,0,1,0,0,0,5,0,1,0,1,0,993,1,6,1,1,3,3,1,,,,,,,,,,3,4,4,4,2,3,4,3,3,3,4,4,3,2,3,3,3,3,4,1,2,2,4,8,76,1,17.200001,1,1500,1,0,0,0,0,0,0,151,3
904,0,0,0,0,0,0,0,1,40,1,0,0,0,1,0,30,0,0,1,1,0,993,1,6,1,1,3,3,1,,,,,,,,,,3,4,4,4,2,3,4,3,3,3,4,4,3,2,3,3,3,3,4,1,2,2,4,8,76,1,17.200001,1,1500,1,0,0,0,0,0,0,151,4
905,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,993,1,6,1,1,3,3,1,,,,,,,,,,3,4,4,4,2,3,4,3,3,3,4,4,3,2,3,3,3,3,4,1,2,2,4,8,76,1,17.200001,1,1500,1,0,0,0,0,0,0,151,5
906,0,0,0,0,0,0,0,1,5,0,0,1,1,0,1,40,1,0,1,0,1,993,1,6,1,1,3,3,1,,,,,,,,,,3,4,4,4,2,3,4,3,3,3,4,4,3,2,3,3,3,3,4,1,2,2,4,8,76,1,17.200001,1,1500,1,0,0,0,0,0,0,151,6
907,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,10,1,1,0,1,0,994,0,5,1,2,3,4,3,,,,,,,,,,3,4,4,4,4,4,3,3,3,4,3,3,2,2,2,4,4,3,4,2,2,2,3,6,55,1,19.75,1,1500,1,0,0,0,0,1,0,152,1
908,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,30,0,0,0,1,0,994,0,5,1,2,3,4,3,,,,,,,,,,3,4,4,4,4,4,3,3,3,4,3,3,2,2,2,4,4,3,4,2,2,2,3,6,55,1,19.75,1,1500,1,0,0,0,0,1,0,152,2
909,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,994,0,5,1,2,3,4,3,,,,,,,,,,3,4,4,4,4,4,3,3,3,4,3,3,2,2,2,4,4,3,4,2,2,2,3,6,55,1,19.75,1,1500,1,0,0,0,0,1,0,152,3
910,0,0,1,0,0,0,0,1,40,0,0,0,0,1,0,30,0,0,1,1,0,994,0,5,1,2,3,4,3,,,,,,,,,,3,4,4,4,4,4,3,3,3,4,3,3,2,2,2,4,4,3,4,2,2,2,3,6,55,1,19.75,1,1500,1,0,0,0,0,1,0,152,4
911,0,0,1,0,0,0,0,1,30,0,1,0,1,0,0,40,0,1,0,0,1,994,0,5,1,2,3,4,3,,,,,,,,,,3,4,4,4,4,4,3,3,3,4,3,3,2,2,2,4,4,3,4,2,2,2,3,6,55,1,19.75,1,1500,1,0,0,0,0,1,0,152,5
912,0,0,0,0,0,0,0,1,5,1,0,1,1,0,1,40,0,0,1,0,1,994,0,5,1,2,3,4,3,,,,,,,,,,3,4,4,4,4,4,3,3,3,4,3,3,2,2,2,4,4,3,4,2,2,2,3,6,55,1,19.75,1,1500,1,0,0,0,0,1,0,152,6
913,0,0,1,0,0,0,0,1,5,0,1,0,0,0,1,60,0,0,1,0,0,996,0,4,2,2,2,1,2,,,,,,,,,,1,3,2,3,2,2,4,3,5,4,5,2,5,3,3,5,5,5,5,4,3,1,4,5,50,1,21.9,1,500,1,0,0,0,0,0,0,153,1
914,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,5,0,0,0,1,0,996,0,4,2,2,2,1,2,,,,,,,,,,1,3,2,3,2,2,4,3,5,4,5,2,5,3,3,5,5,5,5,4,3,1,4,5,50,1,21.9,1,500,1,0,0,0,0,0,0,153,2
915,0,0,0,0,0,0,0,0,40,1,1,0,1,0,1,20,0,1,0,0,1,996,0,4,2,2,2,1,2,,,,,,,,,,1,3,2,3,2,2,4,3,5,4,5,2,5,3,3,5,5,5,5,4,3,1,4,5,50,1,21.9,1,500,1,0,0,0,0,0,0,153,3
916,0,0,0,0,0,0,0,1,20,1,0,1,0,1,1,5,0,1,0,0,0,996,0,4,2,2,2,1,2,,,,,,,,,,1,3,2,3,2,2,4,3,5,4,5,2,5,3,3,5,5,5,5,4,3,1,4,5,50,1,21.9,1,500,1,0,0,0,0,0,0,153,4
917,0,0,0,0,0,0,0,1,10,0,0,1,1,0,0,20,1,0,0,1,0,996,0,4,2,2,2,1,2,,,,,,,,,,1,3,2,3,2,2,4,3,5,4,5,2,5,3,3,5,5,5,5,4,3,1,4,5,50,1,21.9,1,500,1,0,0,0,0,0,0,153,5
918,0,0,0,0,0,0,0,0,60,1,1,0,0,1,1,60,0,0,1,0,0,996,0,4,2,2,2,1,2,,,,,,,,,,1,3,2,3,2,2,4,3,5,4,5,2,5,3,3,5,5,5,5,4,3,1,4,5,50,1,21.9,1,500,1,0,0,0,0,0,0,153,6
919,0,0,0,0,0,0,0,0,40,1,1,0,0,1,0,10,0,1,0,1,0,997,1,4,1,1,2,1,1,,,,,,,,,,2,2,3,2,1,1,3,4,4,4,5,7,3,4,4,3,5,4,5,5,1,2,2,3,54,1,17.07,1,1500,1,0,0,0,0,0,0,154,1
920,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,30,0,0,0,1,0,997,1,4,1,1,2,1,1,,,,,,,,,,2,2,3,2,1,1,3,4,4,4,5,7,3,4,4,3,5,4,5,5,1,2,2,3,54,1,17.07,1,1500,1,0,0,0,0,0,0,154,2
921,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,997,1,4,1,1,2,1,1,,,,,,,,,,2,2,3,2,1,1,3,4,4,4,5,7,3,4,4,3,5,4,5,5,1,2,2,3,54,1,17.07,1,1500,1,0,0,0,0,0,0,154,3
922,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,997,1,4,1,1,2,1,1,,,,,,,,,,2,2,3,2,1,1,3,4,4,4,5,7,3,4,4,3,5,4,5,5,1,2,2,3,54,1,17.07,1,1500,1,0,0,0,0,0,0,154,4
923,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,997,1,4,1,1,2,1,1,,,,,,,,,,2,2,3,2,1,1,3,4,4,4,5,7,3,4,4,3,5,4,5,5,1,2,2,3,54,1,17.07,1,1500,1,0,0,0,0,0,0,154,5
924,0,0,1,0,0,0,0,1,5,0,0,1,1,0,1,40,0,0,1,0,1,997,1,4,1,1,2,1,1,,,,,,,,,,2,2,3,2,1,1,3,4,4,4,5,7,3,4,4,3,5,4,5,5,1,2,2,3,54,1,17.07,1,1500,1,0,0,0,0,0,0,154,6
925,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,60,0,0,1,1,0,1000,1,2,3,2,2,2,1,,,,,,,,,,2,4,3,4,4,2,4,2,3,4,4,6,4,4,4,4,4,4,4,3,3,2,5,7,27,1,23.780001,1,1500,1,0,0,0,0,0,0,155,1
926,0,0,0,0,0,0,0,0,20,0,0,0,1,0,1,10,1,0,0,0,1,1000,1,2,3,2,2,2,1,,,,,,,,,,2,4,3,4,4,2,4,2,3,4,4,6,4,4,4,4,4,4,4,3,3,2,5,7,27,1,23.780001,1,1500,1,0,0,0,0,0,0,155,2
927,0,0,0,0,0,0,0,1,10,1,1,0,0,0,1,30,0,0,1,0,1,1000,1,2,3,2,2,2,1,,,,,,,,,,2,4,3,4,4,2,4,2,3,4,4,6,4,4,4,4,4,4,4,3,3,2,5,7,27,1,23.780001,1,1500,1,0,0,0,0,0,0,155,3
928,0,0,0,0,0,0,0,1,60,1,0,1,0,1,0,5,0,1,0,0,0,1000,1,2,3,2,2,2,1,,,,,,,,,,2,4,3,4,4,2,4,2,3,4,4,6,4,4,4,4,4,4,4,3,3,2,5,7,27,1,23.780001,1,1500,1,0,0,0,0,0,0,155,4
929,0,0,0,0,0,0,0,0,40,1,0,1,1,0,1,40,0,0,0,0,1,1000,1,2,3,2,2,2,1,,,,,,,,,,2,4,3,4,4,2,4,2,3,4,4,6,4,4,4,4,4,4,4,3,3,2,5,7,27,1,23.780001,1,1500,1,0,0,0,0,0,0,155,5
930,0,0,0,0,0,0,0,1,10,1,0,0,1,0,1,40,0,0,1,0,1,1000,1,2,3,2,2,2,1,,,,,,,,,,2,4,3,4,4,2,4,2,3,4,4,6,4,4,4,4,4,4,4,3,3,2,5,7,27,1,23.780001,1,1500,1,0,0,0,0,0,0,155,6
931,0,0,0,0,0,0,0,0,40,1,1,0,0,1,0,10,0,1,0,1,0,1001,1,5,1,1,1,1,1,,,,,,,,,,5,2,2,2,3,2,4,3,4,4,5,7,4,2,3,4,5,5,4,4,2,4,4,1,55,1,16.92,1,4000,1,0,0,0,0,0,0,156,1
932,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,30,0,0,0,1,0,1001,1,5,1,1,1,1,1,,,,,,,,,,5,2,2,2,3,2,4,3,4,4,5,7,4,2,3,4,5,5,4,4,2,4,4,1,55,1,16.92,1,4000,1,0,0,0,0,0,0,156,2
933,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,1001,1,5,1,1,1,1,1,,,,,,,,,,5,2,2,2,3,2,4,3,4,4,5,7,4,2,3,4,5,5,4,4,2,4,4,1,55,1,16.92,1,4000,1,0,0,0,0,0,0,156,3
934,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,1001,1,5,1,1,1,1,1,,,,,,,,,,5,2,2,2,3,2,4,3,4,4,5,7,4,2,3,4,5,5,4,4,2,4,4,1,55,1,16.92,1,4000,1,0,0,0,0,0,0,156,4
935,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,1001,1,5,1,1,1,1,1,,,,,,,,,,5,2,2,2,3,2,4,3,4,4,5,7,4,2,3,4,5,5,4,4,2,4,4,1,55,1,16.92,1,4000,1,0,0,0,0,0,0,156,5
936,0,0,1,0,0,0,0,1,5,0,0,1,1,0,1,40,0,0,1,0,1,1001,1,5,1,1,1,1,1,,,,,,,,,,5,2,2,2,3,2,4,3,4,4,5,7,4,2,3,4,5,5,4,4,2,4,4,1,55,1,16.92,1,4000,1,0,0,0,0,0,0,156,6
937,0,0,0,0,0,0,0,0,40,1,1,0,0,1,0,10,0,1,0,1,0,1002,0,1,1,2,2,2,1,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,4,3,7,18,1,9.8199997,1,4000,1,0,0,0,0,0,0,157,1
938,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,30,1,0,0,1,0,1002,0,1,1,2,2,2,1,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,4,3,7,18,1,9.8199997,1,4000,1,0,0,0,0,0,0,157,2
939,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,1002,0,1,1,2,2,2,1,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,4,3,7,18,1,9.8199997,1,4000,1,0,0,0,0,0,0,157,3
940,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,1002,0,1,1,2,2,2,1,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,4,3,7,18,1,9.8199997,1,4000,1,0,0,0,0,0,0,157,4
941,0,0,0,0,0,0,0,1,30,1,1,0,1,0,0,40,0,1,0,0,1,1002,0,1,1,2,2,2,1,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,4,3,7,18,1,9.8199997,1,4000,1,0,0,0,0,0,0,157,5
942,0,0,0,0,0,0,0,1,5,0,0,1,1,0,1,40,1,0,1,0,1,1002,0,1,1,2,2,2,1,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,4,3,7,18,1,9.8199997,1,4000,1,0,0,0,0,0,0,157,6
943,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,60,0,0,1,1,0,1003,0,3,3,1,1,1,3,,,,,,,,,,2,2,4,2,2,2,3,3,4,2,2,6,3,2,2,3,4,4,4,3,3,3,2,1,41,1,94.129997,1,2500,1,0,0,0,0,0,0,158,1
944,0,0,0,0,0,0,0,0,20,1,0,0,1,0,1,10,0,0,0,0,1,1003,0,3,3,1,1,1,3,,,,,,,,,,2,2,4,2,2,2,3,3,4,2,2,6,3,2,2,3,4,4,4,3,3,3,2,1,41,1,94.129997,1,2500,1,0,0,0,0,0,0,158,2
945,0,0,1,0,0,0,0,1,10,0,1,0,0,0,1,30,0,0,1,0,1,1003,0,3,3,1,1,1,3,,,,,,,,,,2,2,4,2,2,2,3,3,4,2,2,6,3,2,2,3,4,4,4,3,3,3,2,1,41,1,94.129997,1,2500,1,0,0,0,0,0,0,158,3
946,0,0,0,0,0,0,0,1,60,0,0,1,0,1,0,5,1,1,0,0,0,1003,0,3,3,1,1,1,3,,,,,,,,,,2,2,4,2,2,2,3,3,4,2,2,6,3,2,2,3,4,4,4,3,3,3,2,1,41,1,94.129997,1,2500,1,0,0,0,0,0,0,158,4
947,0,0,0,0,0,0,0,0,40,1,0,1,1,0,1,40,0,0,0,0,1,1003,0,3,3,1,1,1,3,,,,,,,,,,2,2,4,2,2,2,3,3,4,2,2,6,3,2,2,3,4,4,4,3,3,3,2,1,41,1,94.129997,1,2500,1,0,0,0,0,0,0,158,5
948,0,0,1,0,0,0,0,1,10,0,0,0,1,0,1,40,0,0,1,0,1,1003,0,3,3,1,1,1,3,,,,,,,,,,2,2,4,2,2,2,3,3,4,2,2,6,3,2,2,3,4,4,4,3,3,3,2,1,41,1,94.129997,1,2500,1,0,0,0,0,0,0,158,6
949,0,0,1,0,0,0,0,1,5,0,1,0,0,0,1,60,0,0,1,0,0,1005,1,4,2,1,1,1,2,,,,,,,,,,2,3,4,3,2,2,4,3,5,5,3,5,4,3,4,4,5,2,4,4,2,2,2,1,52,1,28.700001,1,1500,1,0,0,0,0,0,0,159,1
950,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,5,0,0,0,1,0,1005,1,4,2,1,1,1,2,,,,,,,,,,2,3,4,3,2,2,4,3,5,5,3,5,4,3,4,4,5,2,4,4,2,2,2,1,52,1,28.700001,1,1500,1,0,0,0,0,0,0,159,2
951,0,0,0,0,0,0,0,0,40,0,1,0,1,0,1,20,1,1,0,0,1,1005,1,4,2,1,1,1,2,,,,,,,,,,2,3,4,3,2,2,4,3,5,5,3,5,4,3,4,4,5,2,4,4,2,2,2,1,52,1,28.700001,1,1500,1,0,0,0,0,0,0,159,3
952,0,0,1,0,0,0,0,1,20,0,0,1,0,1,1,5,0,1,0,0,0,1005,1,4,2,1,1,1,2,,,,,,,,,,2,3,4,3,2,2,4,3,5,5,3,5,4,3,4,4,5,2,4,4,2,2,2,1,52,1,28.700001,1,1500,1,0,0,0,0,0,0,159,4
953,0,0,0,0,0,0,0,1,10,0,0,1,1,0,0,20,1,0,0,1,0,1005,1,4,2,1,1,1,2,,,,,,,,,,2,3,4,3,2,2,4,3,5,5,3,5,4,3,4,4,5,2,4,4,2,2,2,1,52,1,28.700001,1,1500,1,0,0,0,0,0,0,159,5
954,0,0,1,0,0,0,0,0,60,0,1,0,0,1,1,60,0,0,1,0,0,1005,1,4,2,1,1,1,2,,,,,,,,,,2,3,4,3,2,2,4,3,5,5,3,5,4,3,4,4,5,2,4,4,2,2,2,1,52,1,28.700001,1,1500,1,0,0,0,0,0,0,159,6
955,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,60,1,0,1,0,0,1006,0,6,2,4,2,4,2,,,,,,,,,,3,5,4,5,4,5,4,2,4,5,1,1,2,1,3,4,5,3,3,1,1,2,1,8,72,3,22.58,1,1500,0,0,1,0,0,1,0,160,1
956,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,5,1,0,0,1,0,1006,0,6,2,4,2,4,2,,,,,,,,,,3,5,4,5,4,5,4,2,4,5,1,1,2,1,3,4,5,3,3,1,1,2,1,8,72,3,22.58,1,1500,0,0,1,0,0,1,0,160,2
957,0,0,0,0,0,0,0,0,40,0,1,0,1,0,1,20,1,1,0,0,1,1006,0,6,2,4,2,4,2,,,,,,,,,,3,5,4,5,4,5,4,2,4,5,1,1,2,1,3,4,5,3,3,1,1,2,1,8,72,3,22.58,1,1500,0,0,1,0,0,1,0,160,3
958,0,0,0,0,0,0,0,1,20,1,0,1,0,1,1,5,0,1,0,0,0,1006,0,6,2,4,2,4,2,,,,,,,,,,3,5,4,5,4,5,4,2,4,5,1,1,2,1,3,4,5,3,3,1,1,2,1,8,72,3,22.58,1,1500,0,0,1,0,0,1,0,160,4
959,0,0,0,0,0,0,0,1,10,0,0,1,1,0,0,20,1,0,0,1,0,1006,0,6,2,4,2,4,2,,,,,,,,,,3,5,4,5,4,5,4,2,4,5,1,1,2,1,3,4,5,3,3,1,1,2,1,8,72,3,22.58,1,1500,0,0,1,0,0,1,0,160,5
960,0,0,0,0,0,0,0,0,60,0,1,0,0,1,1,60,1,0,1,0,0,1006,0,6,2,4,2,4,2,,,,,,,,,,3,5,4,5,4,5,4,2,4,5,1,1,2,1,3,4,5,3,3,1,1,2,1,8,72,3,22.58,1,1500,0,0,1,0,0,1,0,160,6
961,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,60,1,0,1,0,0,1008,1,3,2,3,3,3,3,,,,,,,,,,2,1,4,2,2,2,5,4,5,4,7,7,5,5,4,5,4,5,5,5,5,2,4,1,40,2,17.93,1,1500,0,1,0,0,0,0,0,161,1
962,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,5,0,0,0,1,0,1008,1,3,2,3,3,3,3,,,,,,,,,,2,1,4,2,2,2,5,4,5,4,7,7,5,5,4,5,4,5,5,5,5,2,4,1,40,2,17.93,1,1500,0,1,0,0,0,0,0,161,2
963,0,0,0,0,0,0,0,0,40,1,1,0,1,0,1,20,0,1,0,0,1,1008,1,3,2,3,3,3,3,,,,,,,,,,2,1,4,2,2,2,5,4,5,4,7,7,5,5,4,5,4,5,5,5,5,2,4,1,40,2,17.93,1,1500,0,1,0,0,0,0,0,161,3
964,0,0,0,0,0,0,0,1,20,1,0,1,0,1,1,5,0,1,0,0,0,1008,1,3,2,3,3,3,3,,,,,,,,,,2,1,4,2,2,2,5,4,5,4,7,7,5,5,4,5,4,5,5,5,5,2,4,1,40,2,17.93,1,1500,0,1,0,0,0,0,0,161,4
965,0,0,0,0,0,0,0,1,10,1,0,1,1,0,0,20,0,0,0,1,0,1008,1,3,2,3,3,3,3,,,,,,,,,,2,1,4,2,2,2,5,4,5,4,7,7,5,5,4,5,4,5,5,5,5,2,4,1,40,2,17.93,1,1500,0,1,0,0,0,0,0,161,5
966,0,0,0,0,0,0,0,0,60,1,1,0,0,1,1,60,0,0,1,0,0,1008,1,3,2,3,3,3,3,,,,,,,,,,2,1,4,2,2,2,5,4,5,4,7,7,5,5,4,5,4,5,5,5,5,2,4,1,40,2,17.93,1,1500,0,1,0,0,0,0,0,161,6
967,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,10,1,1,0,1,0,1009,1,5,1,1,1,1,1,,,,,,,,,,3,5,3,5,3,3,3,2,5,3,4,5,4,3,3,2,3,2,3,2,3,3,4,6,60,1,10.15,1,2500,1,0,0,0,0,0,0,162,1
968,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,30,0,0,0,1,0,1009,1,5,1,1,1,1,1,,,,,,,,,,3,5,3,5,3,3,3,2,5,3,4,5,4,3,3,2,3,2,3,2,3,3,4,6,60,1,10.15,1,2500,1,0,0,0,0,0,0,162,2
969,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,1009,1,5,1,1,1,1,1,,,,,,,,,,3,5,3,5,3,3,3,2,5,3,4,5,4,3,3,2,3,2,3,2,3,3,4,6,60,1,10.15,1,2500,1,0,0,0,0,0,0,162,3
970,0,0,1,0,0,0,0,1,40,0,0,0,0,1,0,30,0,0,1,1,0,1009,1,5,1,1,1,1,1,,,,,,,,,,3,5,3,5,3,3,3,2,5,3,4,5,4,3,3,2,3,2,3,2,3,3,4,6,60,1,10.15,1,2500,1,0,0,0,0,0,0,162,4
971,0,0,1,0,0,0,0,1,30,0,1,0,1,0,0,40,0,1,0,0,1,1009,1,5,1,1,1,1,1,,,,,,,,,,3,5,3,5,3,3,3,2,5,3,4,5,4,3,3,2,3,2,3,2,3,3,4,6,60,1,10.15,1,2500,1,0,0,0,0,0,0,162,5
