"","person","set","choice","cost_alt1","beach_25_alt1","beach_50_alt1","beach_75_alt1","beach_90_alt1","coastal_5_alt1","coastal_10_alt1","coastal_15_alt1","coastal_20_alt1","intl_3_alt1","intl_5_alt1","intl_10_alt1","intl_15_alt1","foreign_5_alt1","foreign_10_alt1","foreign_15_alt1","foreign_20_alt1","csplit_50home_alt1","csplit_75home_alt1","cost_alt2","beach_25_alt2","beach_50_alt2","beach_75_alt2","beach_90_alt2","coastal_5_alt2","coastal_10_alt2","coastal_15_alt2","coastal_20_alt2","intl_3_alt2","intl_5_alt2","intl_10_alt2","intl_15_alt2","foreign_5_alt2","foreign_10_alt2","foreign_15_alt2","foreign_20_alt2","csplit_50home_alt2","csplit_75home_alt2","cost_alt3","beach_25_alt3","beach_50_alt3","beach_75_alt3","beach_90_alt3","coastal_5_alt3","coastal_10_alt3","coastal_15_alt3","coastal_20_alt3","intl_3_alt3","intl_5_alt3","intl_10_alt3","intl_15_alt3","foreign_5_alt3","foreign_10_alt3","foreign_15_alt3","foreign_20_alt3","csplit_50home_alt3","csplit_75home_alt3","gender1","education1","income_num","household","hhchildren","environorg","sector_fishprocess","sector_renewable","sector_oilgas","sector_marine_other","sector_no_marine","yourbeachplastic","intlplasticexperience","usavisit"
"9455",1904,5,3,306.499765352471,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,306.499765352471,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16250.5,2,0,2,0,0,0,0,1,3,4,2
"9461",1906,1,1,153.249882676235,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,71.5166119155766,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12500,1,0,1,1,0,0,0,0,4,1,1
"9462",1906,2,1,153.249882676235,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,306.499765352471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12500,1,0,1,1,0,0,0,0,4,1,1
"9463",1906,3,1,71.5166119155766,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,122.599906140988,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12500,1,0,1,1,0,0,0,0,4,1,1
"9464",1906,4,1,153.249882676235,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,469.966306873789,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12500,1,0,1,1,0,0,0,0,4,1,1
"9465",1906,5,1,71.5166119155766,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,122.599906140988,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12500,1,0,1,1,0,0,0,0,4,1,1
"9471",1908,1,1,469.966306873789,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,71.5166119155766,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,1,0,0,0,0,1,2,2,2
"9472",1908,2,1,71.5166119155766,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,71.5166119155766,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,1,0,0,0,0,1,2,2,2
"9473",1908,3,2,122.599906140988,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,122.599906140988,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,1,0,0,0,0,1,2,2,2
"9474",1908,4,2,469.966306873789,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,153.249882676235,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,1,0,0,0,0,1,2,2,2
"9475",1908,5,1,71.5166119155766,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,306.499765352471,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,1,0,0,0,0,1,2,2,2
"9506",1915,1,3,153.249882676235,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,469.966306873789,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,2,0,0,0,0,1,1,3,2
"9507",1915,2,3,306.499765352471,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,153.249882676235,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,2,0,0,0,0,1,1,3,2
"9508",1915,3,3,122.599906140988,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,71.5166119155766,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,2,0,0,0,0,1,1,3,2
"9509",1915,4,3,153.249882676235,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,469.966306873789,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,2,0,0,0,0,1,1,3,2
"9510",1915,5,3,122.599906140988,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,122.599906140988,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,2,0,0,0,0,1,1,3,2
"9536",1921,1,2,153.249882676235,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,71.5166119155766,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,125000.5,5,3,2,0,0,0,0,1,4,1,2
"9537",1921,2,1,153.249882676235,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,306.499765352471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,125000.5,5,3,2,0,0,0,0,1,4,1,2
"9538",1921,3,1,71.5166119155766,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,122.599906140988,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,125000.5,5,3,2,0,0,0,0,1,4,1,2
"9539",1921,4,1,153.249882676235,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,469.966306873789,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,125000.5,5,3,2,0,0,0,0,1,4,1,2
"9540",1921,5,1,71.5166119155766,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,122.599906140988,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,125000.5,5,3,2,0,0,0,0,1,4,1,2
"9551",1924,1,2,71.5166119155766,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,122.599906140988,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25000.5,2,2,2,0,0,0,0,1,3,2,1
"9552",1924,2,3,122.599906140988,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,306.499765352471,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25000.5,2,2,2,0,0,0,0,1,3,2,1
"9553",1924,3,3,469.966306873789,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,153.249882676235,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25000.5,2,2,2,0,0,0,0,1,3,2,1
"9554",1924,4,1,469.966306873789,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,306.499765352471,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25000.5,2,2,2,0,0,0,0,1,3,2,1
"9555",1924,5,2,306.499765352471,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,153.249882676235,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25000.5,2,2,2,0,0,0,0,1,3,2,1
"9561",1926,1,1,306.499765352471,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,153.249882676235,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,40000.5,3,0,2,0,0,0,0,1,1,3,2
"9562",1926,2,2,469.966306873789,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,122.599906140988,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,40000.5,3,0,2,0,0,0,0,1,1,3,2
"9563",1926,3,2,469.966306873789,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,153.249882676235,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,40000.5,3,0,2,0,0,0,0,1,1,3,2
"9564",1926,4,1,469.966306873789,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,122.599906140988,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,40000.5,3,0,2,0,0,0,0,1,1,3,2
"9565",1926,5,2,306.499765352471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,71.5166119155766,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,40000.5,3,0,2,0,0,0,0,1,1,3,2
"9571",1928,1,3,153.249882676235,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,71.5166119155766,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25000.5,5,0,2,0,0,0,0,1,2,2,2
"9572",1928,2,3,122.599906140988,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,469.966306873789,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25000.5,5,0,2,0,0,0,0,1,2,2,2
"9573",1928,3,3,122.599906140988,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,122.599906140988,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25000.5,5,0,2,0,0,0,0,1,2,2,2
"9574",1928,4,3,306.499765352471,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,153.249882676235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25000.5,5,0,2,0,0,0,0,1,2,2,2
"9575",1928,5,3,71.5166119155766,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,122.599906140988,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25000.5,5,0,2,0,0,0,0,1,2,2,2
"9581",1930,1,3,122.599906140988,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,122.599906140988,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,25000.5,3,1,2,0,0,0,0,1,1,3,2
"9582",1930,2,3,71.5166119155766,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,122.599906140988,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,25000.5,3,1,2,0,0,0,0,1,1,3,2
"9583",1930,3,3,122.599906140988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,469.966306873789,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,25000.5,3,1,2,0,0,0,0,1,1,3,2
"9584",1930,4,3,469.966306873789,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,71.5166119155766,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,25000.5,3,1,2,0,0,0,0,1,1,3,2
"9585",1930,5,3,306.499765352471,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,306.499765352471,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,25000.5,3,1,2,0,0,0,0,1,1,3,2
"9611",1936,1,3,71.5166119155766,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,122.599906140988,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,1,2,2,0,0,0,0,1,1,3,2
"9612",1936,2,3,122.599906140988,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,306.499765352471,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,1,2,2,0,0,0,0,1,1,3,2
"9613",1936,3,3,469.966306873789,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,153.249882676235,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,1,2,2,0,0,0,0,1,1,3,2
"9614",1936,4,3,469.966306873789,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,306.499765352471,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,1,2,2,0,0,0,0,1,1,3,2
"9615",1936,5,3,306.499765352471,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,153.249882676235,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,1,2,2,0,0,0,0,1,1,3,2
"9636",1941,1,1,153.249882676235,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,71.5166119155766,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,60000.5,2,2,1,0,0,0,0,1,2,2,2
"9637",1941,2,2,122.599906140988,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,71.5166119155766,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,60000.5,2,2,1,0,0,0,0,1,2,2,2
"9638",1941,3,1,122.599906140988,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,71.5166119155766,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,60000.5,2,2,1,0,0,0,0,1,2,2,2
"9639",1941,4,2,306.499765352471,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,153.249882676235,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,60000.5,2,2,1,0,0,0,0,1,2,2,2
"9640",1941,5,1,153.249882676235,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,153.249882676235,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,60000.5,2,2,1,0,0,0,0,1,2,2,2
"9641",1942,1,3,153.249882676235,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,71.5166119155766,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12500,1,0,2,0,0,0,0,1,2,3,2
"9642",1942,2,3,153.249882676235,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,306.499765352471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12500,1,0,2,0,0,0,0,1,2,3,2
"9643",1942,3,3,71.5166119155766,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,122.599906140988,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12500,1,0,2,0,0,0,0,1,2,3,2
"9644",1942,4,3,153.249882676235,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,469.966306873789,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12500,1,0,2,0,0,0,0,1,2,3,2
"9645",1942,5,3,71.5166119155766,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,122.599906140988,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12500,1,0,2,0,0,0,0,1,2,3,2
"9661",1946,1,1,153.249882676235,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,469.966306873789,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40000.5,2,2,2,0,0,0,0,1,2,3,2
"9662",1946,2,2,306.499765352471,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,153.249882676235,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40000.5,2,2,2,0,0,0,0,1,2,3,2
"9663",1946,3,2,122.599906140988,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,71.5166119155766,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40000.5,2,2,2,0,0,0,0,1,2,3,2
"9664",1946,4,3,153.249882676235,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,469.966306873789,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40000.5,2,2,2,0,0,0,0,1,2,3,2
"9665",1946,5,2,122.599906140988,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,122.599906140988,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40000.5,2,2,2,0,0,0,0,1,2,3,2
"9666",1947,1,1,71.5166119155766,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,122.599906140988,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12500,1,0,2,0,0,0,0,1,1,1,2
"9667",1947,2,3,122.599906140988,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,306.499765352471,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12500,1,0,2,0,0,0,0,1,1,1,2
"9668",1947,3,2,469.966306873789,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,153.249882676235,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12500,1,0,2,0,0,0,0,1,1,1,2
"9669",1947,4,3,469.966306873789,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,306.499765352471,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12500,1,0,2,0,0,0,0,1,1,1,2
"9670",1947,5,2,306.499765352471,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,153.249882676235,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12500,1,0,2,0,0,0,0,1,1,1,2
"9691",1952,1,1,469.966306873789,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,469.966306873789,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12500,1,0,2,0,0,0,1,0,5,1,2
"9692",1952,2,2,71.5166119155766,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,306.499765352471,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12500,1,0,2,0,0,0,1,0,5,1,2
"9693",1952,3,1,153.249882676235,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,153.249882676235,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12500,1,0,2,0,0,0,1,0,5,1,2
"9694",1952,4,2,153.249882676235,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,469.966306873789,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12500,1,0,2,0,0,0,1,0,5,1,2
"9695",1952,5,1,153.249882676235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,469.966306873789,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12500,1,0,2,0,0,0,1,0,5,1,2
"9701",1954,1,1,71.5166119155766,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,122.599906140988,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,40000.5,2,1,2,0,0,0,0,1,2,1,2
"9702",1954,2,1,122.599906140988,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,306.499765352471,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,40000.5,2,1,2,0,0,0,0,1,2,1,2
"9703",1954,3,2,469.966306873789,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,153.249882676235,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,40000.5,2,1,2,0,0,0,0,1,2,1,2
"9704",1954,4,2,469.966306873789,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,306.499765352471,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,40000.5,2,1,2,0,0,0,0,1,2,1,2
"9705",1954,5,1,306.499765352471,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,153.249882676235,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,40000.5,2,1,2,0,0,0,0,1,2,1,2
"9716",1957,1,3,306.499765352471,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,153.249882676235,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,85000.5,2,1,2,0,0,0,0,1,2,1,2
"9717",1957,2,2,469.966306873789,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,122.599906140988,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,85000.5,2,1,2,0,0,0,0,1,2,1,2
"9718",1957,3,1,469.966306873789,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,153.249882676235,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,85000.5,2,1,2,0,0,0,0,1,2,1,2
"9719",1957,4,2,469.966306873789,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,122.599906140988,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,85000.5,2,1,2,0,0,0,0,1,2,1,2
